"","text"
"14595.content","rt warnew disgust shia crime innoc sunni"
"14596.content","us senat admit real reason us coalit countri fight islam state isi"
"14597.content","rt nidalgazaui iranian propaganda video irani children recruit fight syria iraq"
"14598.content","rt warreport us senat admit real reason us coalit countri fight islam state isi"
"14599.content","infograph day isi struck heavi turkey armi piec syria amp iraq that like everi day"
"14600.content","iraqi forc suffer loss attack baiji haditha highway amaqag"
"14601.content","rt hxhassan free syrian armi fighter kill syrian democrat forc back us via gare"
"14602.content","rt iranianaffair must watch iran regim broadcast video recruit children syria iraq war bbcworld cnni rtarab ht"
"14603.content","walaikummu salam warahmatullah read thread"
"14604.content","amaqag brigadi general hazir alhalimi wound sticki bomb deton islamicst ashshab"
"14605.content","muslim get jail year tweet link video white man get year build bomb"
"14606.content","rt lraqiai anoth tank destroy rafidhi tank northeast fallujah allahu akbar tank hunter flame war"
"14607.content","erdogan send tank boom erdogan send tank taf nope"
"14608.content","islam state tank hunter may allah accept"
"14609.content","support inde dead even anim reliev"
"14610.content","yawmaldabiq brother izberbashmedia jail year last summer post social media fbvk justifi terror"
"14611.content","rt bannierenoireen account dedic translat bannierenoir tweet french english sha"
"14612.content","pentagon disciplin dead attack doctor without border hospit afghanistan"
"14613.content","promin media figur kasimf ask angri ypg pig hope know now syria twitterkurd"
"14614.content","biladfransa aboudjaffar davidthomson simnasr romaincaillet"
"14615.content","rt insens khilafahfr furat quallah accept notr frère abou turab al russi"
"14616.content"," woman daughter kill today regim airstrik hawija kata deir ezzor work agricultur field"
"14617.content"," rubbl aleppo"
"14618.content","jassem alissawi kill wife marwa children one abdulmalik nephew ana airstrik fallujah day ago"
"14619.content","topleft ana topright abdulmalik child hammam survivor famili"
"14620.content"," civilian kill todayyesterday airstrik albab"
"14621.content","rt reuter brother male san bernardino shooter two other charg fraud"
"14622.content","allahummansur deenaka wa kitabaka wa sunnahta nabiyyika wa ibaadakalmuwahhideen"
"14623.content","wilayatalfallujah target armor vehicl belong rāfidah armi rpgs"
"14624.content","infosig скорее в восточном"
"14625.content","rt sultanbinbajad bulgarian town ban women wear niqab"
"14626.content","rt twdwln anbar russian t tank destroy aljarayshi near ramadi"
"14627.content","rt layer imagin isi hypocrit crawl hole bc usback ypg care"
"14628.content"," kasimf"
"14629.content","maghrebiw vso zombi keyboardwarrior"
"14630.content","jaishalfathen ypg"
"14631.content","wartrack qatar support fajr libya uae support heftar teh yare alreadi involv"
"14632.content","maghrebiw ahahahahahha wallahi true will also wit muhsayin givign fatawa kill"
"14633.content","abouabdillah ta un lien cest sur le jt"
"14634.content","chevaliermahi ibnsayyid le mond serait nul et ennuyeux san les musulman qui mettent de lambianc"
"14635.content","rt khateebdimashqi rememb"
"14636.content","rt afp break magnitud earthquak hit vanuatu tsunami warn issu ntwc"
"14637.content","khateebdimashqi ubama pleas help ubama thing ubama"
"14638.content"," name allah gracious merci thursday april ce"
"14639.content","islamicst wilayatdijlah second bulldoz belong iraqi forc destroy villag kharbardan west makhmur"
"14640.content","break islamicst wilayatalanbar attack rafida barrack umm jamal villag west lake tharthar"
"14641.content","break islamicst wilayatsayna wave new oper devast murtadin sayna"
"14642.content","islamicst wilayatsalahuddin photo soldier khilafah foray rafidi armi barrack road link hadithah beiji"
"14643.content","bttar caliphatenew"
"14644.content","chevaliermahi ibnsayyid colonis guerr en irakafghanistan soutien de dictatur embargo sa cest foutr la merdr"
"14645.content","wilayatalanbar photo soldier khilafah foray rafidi armi barrack umjam villag near althirthar lake"
"14646.content","bttar road link hadithah beiji caliphatenew"
"14647.content","islamicst amaqag wilayathim syrian regim shilka destroy guid missil near palmyra airbas"
"14648.content","chevaliermahi ibnsayyid je peux pas en dire plus"
"14649.content","wilayatbaghdad iraqi forc armor personnel carrier destroy guid missil outskirt dulab area east baghdad"
"14650.content","amaqag islamicst wilayatsalahuddin iraqi forc suffer loss attack baiji haditha highway"
"14651.content","wilayatalfurat caravanofmartyr brother abul aynaa albaghdadi may allah accept filesjustpastedapynzjpg"
"14652.content","wilayatalfurat caravanofmartyr brother abu turab arrusi may allah accept filesjustpastedapzfjpg"
"14653.content","islamondeinfo le ypg nest pas listé terrorist cest le pkk qui lest"
"14654.content","islamondeinfo et pui au pire il sagit dune allianc de circonst cntre un plus grand mal"
"14655.content","photoreport islamicst wilayatalfurat caravanofmartyr brother abu turab arrusi may allah accept"
"14656.content","islamicst wilayatalfallujah istishhadi inghimasi oper target rafidhi armi militia barrack south alfallujah"
"14657.content","wilayatdayala iraqi forc hummer destroy amp iraqi soldier kill clash villag ashshaykhi district abu sida"
"14658.content","islamicst wilayatdijlah doubl martyrdom oper rig hummer hit gather iraqi forc near muhanah west makhmur"
"14659.content","photoreport islamicst wilayataljazirah conduct battl west sinjar citi"
"14660.content","islamicst wilayatalanbar fire rocket rafidhi armi barrack near assakar headquart kilo area"
"14661.content","wilayatarraqqah target concentr kurdish apost east alfarouqdam calib sniper weapon"
"14662.content","photoreport islamicst wilayatalanbar aspect agricultur activ jazirat alanbar"
"14663.content"," proisi hack group still hook"
"14664.content",""
"14665.content","proisi group hack michigan church websit threaten enslav women read"
"14666.content","isi hacker respond us cyberattack threat"
"14667.content","isi hacker join togeth unit cyber caliph"
"14668.content","rt joycekaram guy celebr hiroshima bomb kill k peopl much call arab violent"
"14669.content","amaqag break us aircraft bomb petrol station mosul"
"14670.content","rt alkaraki seem rebel got fighter jet case rtcom never know"
"14671.content","rt darthputinkgb learn track anim footprint"
"14672.content","ibnsayyid il est marteau je lavai déja remarqué"
"14673.content",""
"14674.content","brunfre"
"14675.content","strangerakhi die rage now"
"14676.content","strangerakhi bad day today found new name malcolmit al vso"
"14677.content","brunfre"
"14678.content",""
"14679.content","rt rabiih"
"14680.content","rt plckl root caus everi person devianc abandon quransunnah amp clear cut matter amp instead follow opinion sha"
"14681.content","rt proj coconut talk isi"
"14682.content","ameen"
"14683.content","rt plckl isi target minor tank jesuistank condemntankdestruct"
"14684.content"," guy never get tire make new group"
"14685.content","rememb time cancel friday prayer due airstrik munafiqeen make lot fitnah back"
"14686.content"," fight fight assad happen dont hold rope allah"
"14687.content"," new generat unrestrict warfar"
"14688.content","unrestrict warfar"
"14689.content","rt proj readi open embassi israel readi fight muslim raafida ask saudi walaa clear kufr"
"14690.content","iraq report suicid fighter storm polic station kabisiya anbar"
"14691.content","rt mralmubarak silenc best repli fool humil outcom knowledg forgiv crown great enmiti occup fool prid"
"14692.content","warrnew claim pow freed"
"14693.content","fukuyamazigh tweet en allemand la seul vrai langu des bg"
"14694.content","furthermor incompet crusad propagandist like mcgurk transcend possibl limit"
"14695.content"," exampl mcgurk now strike leader isil around everi three day"
"14696.content"," say erdogan treat isi milit turkish hospit"
"14697.content","julianroepck accord aljazeera syrian jet launch airstrik civilian aleppo moment ago can expect massacr"
"14698.content","break news syrian jet destroy mosqu aleppo moment ago due heavi bombard citi"
"14699.content","rt orientxxi orientxxi demand la libérat de notr collaborateur ismaïl alexandrani détenu depui moi en égypt khadeega"
"14700.content","break barrel bomb drop moment ago aleppo"
"14701.content","rt fulelo friday prayer cancel rebel held part aleppo due rage fight"
"14702.content","islamicst lionfais islamisal pro dollar doubt"
"14703.content","break air strike hit local clinic almarja aleppo provid dental servic amp treatment chronic ill via afp"
"14704.content","rt jadbantha ypg suppos hand other syrian regim return ypg prison releas regim pris"
"14705.content","rt jadbantha manag escap ypg other kill escap ypg shoot recaptur syri"
"14706.content","rt jadbantha tortur insid ypg prison deni food amp water ran campaign children recruit"
"14707.content","break russia us agre regim silenc syria midnight friday ria reuter"
"14708.content"," wilāyatdijlah"
"14709.content"," now ill eat shoe can show just one past three week just one"
"14710.content"," least civilian kill syrian russian airstrik aleppo day"
"14711.content","o believ meet disbeliev advanc battl turn back fight alanfāl"
"14712.content"," ummah need ikhwan amp akhwat come amp spk haqq inshaallah"
"14713.content"," clear disinform highlight amount lie dispens order hide truth trust leader read laugh"
"14714.content",""
"14715.content","rt julianroepck today ypg support selfi front rot bodi syrian rebel good choic potus"
"14716.content"," reason vsofsa slaughter tal rifaat rest vso guard turkey border"
"14717.content","salmanhashimi adamhasak wouldnt surpris vso warn ypg vso essenti western puppet now"
"14718.content"," civilian kill week still peopl reli west help ever help"
"14719.content"," isi support harsh word say syrian rebel relianc us despot muslim state"
"14720.content"," woman scream terror home destroy assad airstrik jaysh alislam help assad dumayr"
"14721.content","seanmast dont think syrian rebel intellig join group destroy interest sunni"
"14722.content","pt isi besieg assad airbas dumayr jaysh alislam broke seig help assad rebel group dont fight syrian"
"14723.content","warreport although dumayr nowher near aleppo fact fsajai chose help assad enough know mercenari"
"14724.content","mercenari militia start fight resourc land east ghouta send peopl flee"
